index,source_node,target_node,weight,day
3060,214,543,2999835.75,290
3061,214,1646,2069760.31,290
3062,214,1646,2535919.06,290
3063,214,2129,4391551.33,290
3064,241,1954,1428687.0,290
3065,242,397,1503000.0,290
3066,242,1171,4998424.44,290
3067,242,1260,1598500.0,290
3068,242,1263,750000.0,290
3069,242,1263,799500.0,290
3070,250,733,1196800.0,290
3071,261,1954,1622000.0,290
3072,270,575,400900.0,290
3073,273,478,350000.0,290
3074,273,763,899995.0,290
3075,45,558,340035.0,291
3076,45,923,489670.0,291
3077,51,1221,377440.0,291
3078,69,652,251950.0,291
3079,69,652,201950.0,291
3080,84,1526,177948.2,291
3081,84,1526,165981.14,291
3082,116,770,363999.6,291
3083,137,578,2374842.32,291
3084,137,2094,1424500.0,291
3085,154,1003,980852.56,291
3086,172,1615,249300.0,291
3087,174,1474,1100000.0,291
3088,204,878,279907.5,291
3089,204,1260,164000.0,291
3090,211,923,852110.0,291
3091,252,752,218750.0,291
3092,252,752,537750.0,291
3093,252,752,615000.0,291
3094,252,1205,407560.0,291
3095,259,1954,1047500.0,291
3096,259,2366,1023000.0,291
3097,307,418,599650.0,291
3098,307,422,599450.0,291
3099,310,510,209918.6,291
3100,310,510,726157.47,291
3101,310,1215,479958.07,291
3102,310,1684,477045.0,291
3103,319,982,549500.0,291
3104,319,1432,189164.78,291
3105,331,1673,150400.22,291
3106,335,1159,300500.0,291
3107,338,1908,938225.0,291
3108,69,485,401880.0,292
3109,69,485,351807.0,292
3110,69,558,377000.0,292
3111,85,810,359500.0,292
3112,105,1212,608850.0,292
3113,137,1514,1434378.98,292
3114,137,2084,2593531.7,292
3115,138,1442,1856900.0,292
3116,246,543,2960377.5,292
3117,258,526,112766.0,292
3118,258,859,499792.41,292
3119,258,1345,243000.0,292
3120,258,1490,498500.0,292
3121,258,1865,299000.0,292
3122,319,1378,378820.97,292
3123,339,787,124674.0,293
3124,339,1153,270000.0,293
3125,290,1332,225000.0,294
3126,1,1027,968026.35,295
3127,2,748,339742.0,295
3128,2,810,563270.0,295
3129,84,851,623836.0,295
3130,84,705,261000.0,295
3131,84,1151,700000.0,295
3132,84,1151,261000.0,295
3133,67,606,3452031.0,295
3134,67,1693,587775.0,295
3135,115,789,500000.0,295
3136,115,805,236401.7,295
3137,116,893,233160.61,295
3138,117,2118,10142645.0,295
3139,117,2118,4544607.4,295
3140,136,562,499760.0,295
3141,139,1702,565028.05,295
3142,214,1625,4374328.99,295
3143,219,1140,355360.0,295
3144,232,831,823676.5,295
3145,314,739,1228000.0,295
3146,315,1450,1199546.0,295
3147,315,1450,1199546.0,295
3148,315,1450,1234305.0,295
3149,315,1450,1419778.6,295
3150,103,831,621600.0,296
3151,103,831,621600.0,296
3152,117,1548,5979767.32,296
3153,141,751,508325.0,296
3154,170,1447,1449456.48,296
3155,174,1736,263320.0,296
3156,175,1539,949250.4,296
3157,193,455,2389980.0,296
3158,193,455,517320.0,296
3159,193,523,494751.0,296
3160,193,1432,2196296.18,296
3161,203,1212,594300.0,296
3162,203,1282,564655.0,296
3163,209,789,115000.0,296
3164,214,1106,947000.0,296
3165,217,906,866957.0,296
3166,217,1656,897797.5,296
3167,217,1729,657940.0,296
3168,236,523,340716.0,296
3169,256,821,852000.0,296
3170,256,961,720000.0,296
3171,256,2027,1432481.99,296
3172,294,639,238900.0,296
3173,305,961,499349.65,296
3174,307,641,583965.78,296
3175,307,641,738180.76,296
3176,307,2348,659798.5,296
3177,316,820,1266500.0,296
3178,329,873,1275000.0,296
3179,330,1066,3999920.26,296
3180,330,1374,1250000.0,296
3181,333,788,2499387.74,296
3182,1,1730,1818948.23,297
3183,84,1104,573604.19,297
3184,44,2417,290500.0,297
3185,55,422,908900.0,297
3186,60,761,351358.88,297
3187,60,761,151400.0,297
3188,60,1007,104729.56,297
3189,60,1007,129604.74,297
3190,60,1282,347364.04,297
3191,60,1777,287256.79,297
3192,69,558,564729.0,297
3193,76,1454,2308500.0,297
3194,90,961,898026.0,297
3195,90,1018,589000.0,297
3196,90,1018,497586.0,297
3197,133,564,553347.88,297
3198,152,1596,549900.0,297
3199,229,1923,3045044.48,297
3200,229,2401,2998012.0,297
3201,250,859,1878000.0,297
3202,290,1035,400000.0,297
3203,291,695,5001200.0,297
3204,299,1596,305200.0,297
3205,305,961,427632.3,297
3206,305,1437,408243.63,297
3207,305,1437,410202.03,297
3208,305,1848,410249.7,297
3209,305,1848,409169.37,297
3210,307,2348,599798.0,297
3211,319,982,553500.0,297
3212,333,1353,4342000.0,297
3213,84,1916,310577.0,298
3214,84,809,416700.0,298
3215,84,455,243250.0,298
3216,84,455,706376.4,298
3217,84,571,250111.0,298
3218,84,1084,331032.22,298
3219,84,1084,267886.66,298
3220,84,1205,313146.35,298
3221,84,2100,313250.0,298
3222,84,2100,313250.0,298
3223,84,2100,313250.0,298
3224,50,367,320500.0,298
3225,51,662,313325.0,298
3226,90,1784,592240.0,298
3227,90,2094,799800.0,298
3228,90,2094,505800.0,298
3229,108,513,2004290.67,298
3230,108,695,1402000.0,298
3231,108,695,1202000.0,298
3232,134,1549,217000.0,298
3233,152,1596,348975.0,298
3234,154,1003,511062.03,298
3235,154,1004,2826413.52,298
3236,156,1913,597500.0,298
3237,174,391,266000.0,298
3238,174,1630,216000.0,298
3239,175,422,2052071.3,298
3240,175,1968,897638.52,298
3241,190,761,920727.37,298
3242,190,1926,1719417.83,298
3243,193,455,267566.2,298
3244,203,1202,749664.5,298
3245,203,1282,564915.2,298
3246,211,923,852110.0,298
3247,222,958,455000.0,298
3248,273,1656,249077.4,298
3249,273,2348,499824.5,298
3250,282,815,3110841.8,298
3251,294,639,819900.0,298
3252,294,639,514900.0,298
3253,307,641,575387.76,298
3254,307,641,601462.42,298
3255,331,1872,805164.5,298
3256,13,468,705497.16,299
3257,13,1526,687200.0,299
3258,13,1974,855715.0,299
3259,18,1100,510000.0,299
3260,44,913,1828451.98,299
3261,50,367,286750.0,299
3262,52,765,1065000.0,299
3263,52,765,4554000.0,299
3264,72,1539,358032.5,299
3265,79,910,1792861.34,299
3266,107,891,374982.6,299
3267,112,590,599950.0,299
3268,112,590,799890.0,299
3269,120,421,798984.0,299
3270,170,1990,1274090.57,299
3271,174,1630,266000.0,299
3272,179,1581,415210.9,299
3273,179,1581,809847.0,299
3274,186,1282,848108.0,299
3275,192,966,304800.0,299
3276,233,1017,1265000.0,299
3277,244,466,1347293.3,299
3278,244,842,3773326.0,299
3279,283,639,225580.0,299
3280,285,528,264800.0,299
3281,317,398,1135250.0,299
3282,317,1432,2291861.97,299
3283,119,1145,1317843.64,300
3284,84,920,250800.0,302
3285,84,920,250800.0,302
3286,21,934,284200.0,302
3287,43,560,399700.0,302
3288,72,419,333369.1,302
3289,73,1724,32500000.0,302
3290,77,468,1291207.94,302
3291,118,845,693000.0,302
3292,118,1853,735000.0,302
3293,137,1514,1889581.71,302
3294,137,2143,1420250.0,302
3295,155,1212,682400.0,302
3296,169,1386,400900.0,302
3297,169,1678,313682.0,302
3298,169,1678,450414.0,302
3299,210,639,150825.0,302
3300,226,832,1008500.0,302
3301,239,603,408550.0,302
3302,252,398,1198000.0,302
3303,252,1432,1499655.8,302
3304,253,1605,398000.0,302
3305,331,932,1500000.0,302
3306,6,1646,884964.32,303
3307,6,2442,781990.0,303
3308,84,1954,299700.0,303
3309,84,1954,119000.0,303
3310,84,1027,569780.15,303
3311,84,1027,559859.48,303
3312,84,1027,569704.8,303
3313,84,1027,402230.0,303
3314,84,1027,834792.0,303
3315,84,431,186631.0,303
3316,84,809,146350.0,303
3317,45,767,340604.21,303
3318,48,1473,187883.87,303
3319,70,558,160000.0,303
3320,70,2085,227414.1,303
3321,80,350,785583.0,303
3322,95,1512,2699850.0,303
3323,135,528,580700.06,303
3324,135,528,549000.32,303
3325,135,694,784677.0,303
3326,135,923,540990.0,303
3327,139,2099,438677.92,303
3328,148,648,1045000.0,303
3329,156,783,1985250.0,303
3330,169,761,510375.03,303
3331,169,774,224600.0,303
3332,169,774,594960.0,303
3333,169,774,575900.0,303
3334,169,1678,240900.0,303
3335,169,1926,800999.33,303
3336,169,1926,600792.77,303
3337,169,1926,272859.96,303
3338,172,787,479425.0,303
3339,219,1788,549625.0,303
3340,228,655,1277000.0,303
3341,266,617,1252800.0,303
3342,266,1332,369850.0,303
3343,279,2186,538020.0,303
3344,295,727,276000.0,303
3345,295,966,276000.0,303
3346,295,1741,679800.0,303
3347,313,763,700000.0,303
3348,6,996,879545.75,304
3349,6,1566,889481.32,304
3350,19,672,710556.81,304
3351,84,652,351964.8,304
3352,84,923,451670.0,304
3353,21,1954,898437.94,304
3354,57,1171,252000.0,304
3355,77,558,601350.0,304
3356,84,1145,819520.0,304
3357,95,376,899900.0,304
3358,111,1213,139590.0,304
3359,154,1003,2100741.25,304
3360,174,2368,516000.0,304
3361,174,2368,316000.0,304
3362,181,510,2364971.0,304
3363,187,1006,565068.0,304
3364,199,1966,583399.01,304
3365,199,1966,654632.67,304
3366,199,1966,774999.0,304
3367,217,2169,340500.0,304
3368,235,394,179300.0,304
3369,235,1074,249852.0,304
3370,235,1740,149500.0,304
3371,251,428,1499984.13,304
3372,251,516,1500000.0,304
3373,251,523,1499072.3,304
3374,256,821,1461050.0,304
3375,258,1776,499900.0,304
3376,285,528,790755.0,304
3377,285,1790,529350.0,304
3378,285,1790,214850.0,304
3379,294,639,174603.62,304
3380,294,1473,556012.84,304
3381,331,1136,110087.45,304
3382,331,1136,209858.0,304
3383,335,932,500000.0,304
3384,335,932,300000.0,304
3385,339,672,449575.0,304
3386,339,672,318477.0,304
3387,339,952,749895.0,304
3388,339,1387,546997.15,304
3389,84,809,570960.0,305
3390,84,923,241748.5,305
3391,188,1371,849500.0,305
3392,300,1425,365000.0,305
3393,300,1425,300000.0,305
3394,84,1468,189000.0,306
3395,112,1090,1108000.0,306
3396,112,2368,1361000.0,306
3397,155,1269,899000.0,306
3398,155,1269,899800.0,306
3399,200,789,1330001.0,306
3400,235,436,148800.0,306
3401,235,2041,139950.0,306
3402,252,1205,204773.51,306
3403,252,1432,836644.9,306
3404,17,483,230000.0,307
3405,17,483,373750.0,307
3406,332,1588,299500.0,307
3407,10,1980,1865500.0,309
3408,84,438,680230.0,309
3409,21,398,285000.0,309
3410,21,398,895000.0,309
3411,90,1371,500000.0,309
3412,110,828,1172168.21,309
3413,115,714,350000.0,309
3414,118,1756,211100.0,309
3415,118,2059,211311.0,309
3416,118,2059,212000.0,309
3417,118,2368,150000.0,309
3418,118,2368,150000.0,309
3419,118,2368,200000.0,309
3420,118,2370,150000.0,309
3421,118,2370,100000.0,309
3422,146,1027,900102.15,309
3423,222,1767,210925.0,309
3424,235,734,691000.0,309
3425,252,752,429250.0,309
3426,258,636,299710.0,309
3427,258,1255,254647.1,309
3428,282,821,3581822.23,309
3429,305,1452,416461.05,309
3430,305,1452,416741.7,309
3431,305,1848,414886.2,309
3432,305,1848,413787.4,309
3433,305,1848,416024.4,309
3434,339,952,244982.0,309
3435,15,752,606000.0,310
3436,84,897,400599.8,310
3437,84,515,405000.0,310
3438,84,1239,401000.0,310
3439,84,2143,900000.0,310
3440,84,2208,900000.0,310
3441,84,2214,900000.0,310
3442,84,2215,900000.0,310
3443,84,2223,900000.0,310
3444,79,1386,1320500.0,310
3445,80,350,4844508.0,310
3446,80,350,799500.0,310
3447,80,1441,769967.5,310
3448,84,468,449578.43,310
3449,103,2169,621600.0,310
3450,110,695,1556301.0,310
3451,146,1775,1038000.0,310
3452,151,1282,899800.51,310
3453,151,1286,552394.8,310
3454,151,1539,159509.55,310
3455,151,1813,159579.55,310
3456,156,1179,892550.0,310
3457,175,1529,2799550.0,310
3458,210,1117,1199970.0,310
3459,217,422,1849432.12,310
3460,217,1968,749599.0,310
3461,228,655,4725000.0,310
3462,240,2140,1449988.75,310
3463,270,1055,898900.0,310
3464,292,1132,327520.0,310
3465,295,1108,303500.0,310
3466,295,1139,276000.0,310
3467,295,1139,276000.0,310
3468,295,1210,276000.0,310
3469,318,561,675500.0,310
3470,323,773,306000.0,310
3471,323,887,340000.0,310
3472,323,887,406000.0,310
3473,6,933,309680.0,311
3474,6,1566,849680.3,311
3475,6,1646,749242.04,311
3476,16,1153,465000.0,311
3477,16,2425,534000.0,311
3478,70,468,148999.02,311
3479,114,1374,495000.0,311
3480,150,1034,1055920.0,311
3481,155,1212,5433252.0,311
3482,160,752,1744996.0,311
3483,175,555,1499514.6,311
3484,175,831,1852200.0,311
3485,225,1988,3443876.22,311
3486,233,695,1710000.0,311
3487,242,1260,514000.0,311
3488,294,1034,259200.09,311
3489,294,2092,214479.73,311
3490,295,1130,209557.0,311
3491,317,1453,298200.0,311
3492,317,1564,370450.0,311
3493,333,430,2697892.0,311
3494,335,1226,1100817.46,311
3495,335,1984,1726000.0,311
3496,3,1119,603129.83,312
3497,84,940,697000.0,312
3498,84,1151,271000.0,312
3499,52,1195,1264000.0,312
3500,65,876,515170.23,312
3501,65,1334,769000.0,312
3502,65,1393,183000.0,312
3503,106,455,165000.0,312
3504,106,455,96000.0,312
3505,106,1951,285000.0,312
3506,106,2101,726000.0,312
3507,241,716,1317758.0,312
3508,252,1205,1024000.0,312
3509,252,1432,1554117.46,312
3510,252,1481,1086400.0,312
3511,252,1481,1070800.0,312
3512,295,966,276000.0,312
3513,295,1736,276000.0,312
3514,6,738,599495.53,313
3515,6,1646,748093.5,313
3516,6,1795,886010.83,313
3517,16,733,647463.1,313
3518,16,1246,723200.0,313
3519,16,2047,539615.69,313
3520,84,671,427800.0,313
3521,84,523,207956.13,313
3522,84,1641,485253.75,313
3523,91,548,570000.0,313
3524,115,805,692859.0,313
3525,125,441,5993000.0,313
3526,222,1767,240975.0,313
3527,225,647,1199373.0,313
3528,225,821,1075000.0,313
3529,225,873,2105000.02,313
3530,225,873,1995978.25,313
3531,225,873,1390010.19,313
3532,225,1137,1638500.0,313
3533,249,639,147105.0,313
3534,252,1205,181500.0,313
3535,252,1286,898273.61,313
3536,305,671,224800.0,313
3537,305,671,499900.0,313
3538,305,1891,199800.0,313
3539,305,1891,199900.0,313
3540,305,1891,199800.0,313
3541,305,1891,156000.0,313
3542,305,1891,199800.0,313
3543,305,1891,224900.0,313
3544,309,1554,398600.0,313
3545,158,367,375000.0,314
3546,336,376,464000.0,314
3547,336,376,894799.97,314
3548,336,376,428400.0,314
3549,336,2418,220760.0,314
3550,57,861,212000.0,315
3551,57,1848,250000.0,315
3552,10,1980,806000.0,316
3553,18,376,209800.0,316
3554,18,376,359900.0,316
3555,18,1658,209800.0,316
3556,84,528,899500.0,316
3557,21,633,2348420.81,316
3558,44,672,512472.21,316
3559,77,652,1241291.0,316
3560,77,652,1001461.25,316
3561,82,781,1533783.0,316
3562,171,376,509900.0,316
3563,171,679,756000.0,316
3564,171,747,197510.0,316
3565,171,1543,224894.25,316
3566,196,1822,400000.0,316
3567,251,639,1500000.0,316
3568,258,1490,849000.0,316
3569,260,839,895000.0,316
3570,273,1656,699569.85,316
3571,292,988,326000.0,316
3572,292,1473,264500.0,316
3573,292,1474,374000.0,316
3574,292,1741,165207.0,316
3575,292,1741,165430.0,316
3576,294,1668,810849.01,316
3577,327,783,302250.0,316
3578,327,783,302260.0,316
3579,327,783,502450.0,316
3580,327,1112,253351.2,316
3581,327,1112,302535.5,316
3582,327,2361,202888.0,316
3583,2,1307,373400.0,317
3584,17,923,287350.0,317
3585,70,1278,103000.0,317
3586,80,2410,174500.0,317
3587,85,810,405500.0,317
3588,85,810,305500.0,317
3589,85,810,485000.0,317
3590,105,1269,2750000.0,317
3591,110,689,322826.79,317
3592,118,1060,229902.25,317
3593,120,2083,127200.0,317
3594,139,2121,199000.0,317
3595,168,1452,207600.0,317
3596,171,794,844400.0,317
3597,181,992,170703.94,317
3598,222,1179,260925.0,317
3599,228,655,1366456.0,317
3600,244,1442,637000.0,317
3601,244,1442,135000.0,317
3602,269,716,752800.0,317
3603,269,1748,886300.0,317
3604,293,658,141428.1,317
3605,295,1108,261700.0,317
3606,316,1165,179850.0,317
3607,316,1354,149878.62,317
3608,323,773,206000.0,317
3609,323,887,700000.0,317
3610,327,783,202860.0,317
3611,327,783,102100.0,317
3612,84,1916,269377.0,318
3613,65,1160,1489548.53,318
3614,83,1297,1039471.05,318
3615,93,652,687425.0,318
3616,93,652,530725.0,318
3617,116,2348,2498324.45,318
3618,138,1442,299693.45,318
3619,138,1559,349280.59,318
3620,225,444,1199007.24,318
3621,225,765,1099000.0,318
3622,236,640,199921.05,318
3623,236,640,191410.74,318
3624,253,1059,311320.0,318
3625,253,1059,362231.0,318
3626,253,1059,454898.84,318
3627,305,376,249800.0,318
3628,305,671,199900.0,318
3629,305,961,249770.97,318
3630,305,1253,249939.89,318
3631,328,1084,608086.4,318
3632,12,2368,7712000.0,319
3633,45,558,872000.0,319
3634,45,558,702000.0,319
3635,53,376,404799.0,319
3636,53,2048,810000.0,319
3637,68,1083,279000.0,319
3638,68,1093,870438.8,319
3639,82,954,205182.0,319
3640,156,733,2394780.25,319
3641,164,470,230700.0,319
3642,164,1974,368739.1,319
3643,168,1616,599500.0,319
3644,202,2366,3464334.6,319
3645,222,751,310975.0,319
3646,222,1179,292407.0,319
3647,264,1213,1497450.0,319
3648,295,1210,276000.0,319
3649,295,1822,276000.0,319
3650,305,671,499900.0,319
3651,84,1619,898097.76,320
3652,71,467,554386.0,320
3653,110,658,169190.0,320
3654,110,828,114567.88,320
3655,118,639,197000.0,320
3656,118,1014,224991.7,320
3657,118,1014,201319.0,320
3658,118,1060,228402.25,320
3659,118,1130,484787.38,320
3660,118,1736,310096.0,320
3661,118,1736,199319.55,320
3662,118,1736,199323.55,320
3663,118,1822,227700.0,320
3664,119,462,411950.0,320
3665,123,639,624910.78,320
3666,127,548,376000.0,320
3667,145,1142,1495000.0,320
3668,154,1004,1894524.57,320
3669,156,1076,1398000.0,320
3670,168,1616,467800.0,320
3671,178,679,758000.0,320
3672,179,774,721000.0,320
3673,192,966,279800.0,320
3674,192,1613,354377.45,320
3675,211,923,124740.0,320
3676,225,763,1899485.0,320
3677,225,821,1185000.0,320
3678,225,873,1990743.44,320
3679,232,1949,1200000.0,320
3680,304,1396,855755.0,320
3681,326,1090,282700.0,320
3682,327,783,752000.0,320
3683,332,351,292420.0,321
3684,16,1246,2847628.6,323
3685,51,1480,223418.0,323
3686,51,1480,377523.0,323
3687,73,1953,875000.0,323
3688,80,366,312400.0,323
3689,80,1803,449969.0,323
3690,107,782,499797.0,323
3691,156,733,5968253.28,323
3692,175,422,2451198.85,323
3693,187,1006,1318000.0,323
3694,196,2366,250000.0,323
3695,196,2366,500000.0,323
3696,203,1742,455840.0,323
3697,252,2411,102000.0,323
3698,253,2364,610000.0,323
3699,274,512,710000.0,323
3700,285,1331,172670.0,323
3701,84,376,549500.0,324
3702,21,689,255000.0,324
3703,21,794,200478.67,324
3704,21,1034,177743.5,324
3705,21,1658,169807.25,324
3706,21,1658,124603.5,324
3707,21,1908,174870.0,324
3708,43,991,422500.0,324
3709,62,509,896790.0,324
3710,62,591,411019.7,324
3711,62,737,320400.0,324
3712,62,1756,297361.84,324
3713,69,367,300000.0,324
3714,69,367,477000.0,324
3715,69,652,202000.0,324
3716,86,1320,771000.0,324
3717,90,361,498499.5,324
3718,124,376,548400.0,324
3719,124,376,895498.0,324
3720,124,376,869996.35,324
3721,151,1282,999868.19,324
3722,151,1282,999868.19,324
3723,159,652,4426698.1,324
3724,159,724,910000.0,324
3725,187,1452,3301301.13,324
3726,219,684,535972.0,324
3727,219,2423,228000.0,324
3728,252,1286,2398503.73,324
3729,254,639,815000.0,324
3730,2,1525,343860.0,325
3731,84,838,594843.14,325
3732,84,398,1180800.0,325
3733,69,652,351950.0,325
3734,69,652,202000.0,325
3735,115,740,776025.0,325
3736,174,1630,2727646.31,325
3737,174,2368,1039240.0,325
3738,204,397,999939.55,325
3739,204,1260,1193790.0,325
3740,204,1269,1021750.0,325
3741,206,583,2000000.0,325
3742,241,534,1359500.0,325
3743,252,398,1220600.0,325
3744,276,740,1117775.0,325
3745,292,783,772000.0,325
3746,292,1210,326500.0,325
3747,292,1410,326032.62,325
3748,292,1587,243000.0,325
3749,306,1616,549200.0,325
3750,18,1410,922498.84,326
3751,45,767,621275.95,326
3752,69,2399,199500.0,326
3753,78,1986,114790.0,326
3754,85,810,155500.0,326
3755,85,810,155750.0,326
3756,85,810,405500.0,326
3757,85,810,205600.0,326
3758,85,810,355500.0,326
3759,108,513,1005485.5,326
3760,108,1159,1000001.0,326
3761,151,1539,149400.89,326
3762,183,783,212425.0,326
3763,183,867,452000.0,326
3764,227,510,1144994.0,326
3765,235,473,3023500.0,326
3766,235,991,2094976.15,326
3767,235,1117,1401650.0,326
3768,235,1500,320000.0,326
3769,284,375,114257.81,326
3770,285,1790,1749850.0,326
3771,292,1410,333266.91,326
3772,300,639,1126382.4,326
3773,316,561,299300.0,326
3774,323,665,156000.0,326
3775,339,931,240000.0,326
3776,339,1555,830000.0,326
3777,13,468,505738.1,327
3778,13,470,255820.0,327
3779,13,652,505974.3,327
3780,84,455,4375000.0,327
3781,84,652,351977.5,327
3782,84,809,201850.0,327
3783,43,473,580000.0,327
3784,43,820,800000.0,327
3785,90,813,1091999.5,327
3786,103,906,999082.7,327
3787,120,1025,5936000.0,327
3788,161,896,401000.0,327
3789,211,961,442100.0,327
3790,252,1286,1858772.15,327
3791,252,1685,1774921.21,327
3792,267,1636,194500.0,327
3793,303,637,599000.0,327
3794,328,1084,505723.15,327
3795,328,1458,602800.0,327
3796,328,1458,178270.4,327
3797,328,2123,2349500.0,327
3798,328,2124,1684000.0,327
3799,12,1411,639200.75,330
3800,12,1411,747851.8,330
3801,12,1482,439844.88,330
3802,12,1482,578873.0,330
3803,12,1482,334937.88,330
3804,12,2097,399072.25,330
3805,12,2097,579003.0,330
3806,12,2400,397784.55,330
3807,84,923,201750.0,330
3808,50,1269,1114800.0,330
3809,50,2417,1396000.0,330
3810,80,589,203361.4,330
3811,90,462,449950.0,330
3812,151,1282,561022.54,330
3813,211,923,176380.0,330
3814,240,1674,174999.81,330
3815,244,510,360000.0,330
3816,244,2350,318600.0,330
3817,273,758,1684350.75,330
3818,321,523,221000.0,330
3819,321,1074,109800.0,330
3820,321,1074,622192.5,330
3821,321,1908,339810.24,330
3822,321,2419,240000.0,330
3823,335,932,299000.0,330
3824,335,1470,500000.0,330
3825,6,763,888500.0,331
3826,84,652,201975.0,331
3827,84,809,100200.0,331
3828,50,785,895055.58,331
3829,53,1487,449500.0,331
3830,55,1509,1315918.22,331
3831,62,1436,376612.0,331
3832,69,652,219525.0,331
3833,69,652,175000.0,331
3834,107,547,314775.0,331
3835,107,547,374889.0,331
3836,107,547,643673.03,331
3837,107,1529,895670.0,331
3838,107,1529,895620.0,331
3839,107,1529,335866.0,331
3840,107,1529,461000.0,331
3841,107,2348,774897.5,331
3842,117,1058,274780.0,331
3843,117,1058,979198.9,331
3844,117,2431,863384.69,331
3845,117,2431,600861.7,331
3846,117,2431,244179.3,331
3847,124,1100,793749.0,331
3848,141,1014,249500.0,331
3849,195,1452,430101.49,331
3850,226,832,404700.0,331
3851,231,773,350000.0,331
3852,285,794,799800.0,331
3853,1,689,887883.0,332
3854,84,405,179004.7,332
3855,84,923,126798.0,332
3856,21,1587,321620.0,332
3857,68,563,1795000.0,332
3858,103,1326,219645.08,332
3859,160,1432,1937025.18,332
3860,169,774,1000900.0,332
3861,169,1283,1700650.0,332
3862,193,455,3715380.0,332
3863,209,514,600000.0,332
3864,219,1788,1300000.0,332
3865,228,2140,700000.0,332
3866,236,1448,858100.0,332
3867,250,562,299760.0,332
3868,253,2364,460000.0,332
3869,295,859,276000.0,332
3870,295,1297,276000.0,332
3871,295,2368,275000.0,332
3872,295,2368,275500.0,332
3873,309,1698,696950.0,332
3874,318,820,434500.0,332
3875,318,2147,428600.0,332
3876,84,809,189350.0,333
3877,84,810,501900.0,333
3878,82,919,200180.0,333
3879,93,1012,2362439.6,333
3880,122,2419,410258.0,333
3881,161,1959,500000.0,333
3882,161,1959,457800.0,333
3883,192,966,513606.5,333
3884,192,1613,153452.27,333
3885,252,2411,615500.0,333
3886,252,2411,102600.0,333
3887,84,1027,564864.17,334
3888,84,809,111950.0,334
3889,50,1260,387500.0,334
3890,50,1260,382500.0,334
3891,50,1260,418000.0,334
3892,50,1263,193999.85,334
3893,62,1452,496000.0,334
3894,72,422,1529118.63,334
3895,77,652,631477.5,334
3896,77,2085,899970.02,334
3897,111,1389,721000.0,334
3898,196,765,389999.55,334
3899,196,765,390000.55,334
3900,196,1014,266000.0,334
3901,196,2366,391000.0,334
3902,196,2366,358500.0,334
3903,196,2366,466000.0,334
3904,196,2366,408500.0,334
3905,196,2366,466000.0,334
3906,196,2366,391000.0,334
3907,196,2366,391000.0,334
3908,226,961,2505000.0,334
3909,235,473,498760.0,334
3910,235,1109,248949.0,334
3911,235,1117,228411.78,334
3912,235,1154,263364.3,334
3913,235,2349,249500.0,334
3914,237,1153,296433.39,334
3915,258,473,638800.0,334
3916,258,473,393800.0,334
3917,258,1214,239500.0,334
3918,288,1387,465000.0,334
3919,319,1453,189200.0,334
3920,319,2101,349125.0,334
3921,334,1307,275400.0,334
3922,290,1332,898000.0,335
3923,84,431,216800.0,337
3924,84,2379,801931.0,337
3925,80,347,237160.0,337
3926,80,1441,830790.0,337
3927,80,1441,866070.71,337
3928,108,1159,2238431.0,337
3929,199,907,560350.0,337
3930,199,2405,1628385.7,337
3931,244,561,898048.75,337
3932,267,934,700000.0,337
3933,273,758,1030564.31,337
3934,273,758,1403721.77,337
3935,275,395,160000.0,337
3936,275,816,250000.0,337
3937,294,2092,170150.0,337
3938,330,701,895412.54,337
3939,12,2400,889500.0,338
3940,17,983,427000.0,338
3941,17,983,227000.0,338
3942,17,983,124900.0,338
3943,65,1447,420000.0,338
3944,65,1514,232070.88,338
3945,72,782,276549.74,338
3946,72,782,264861.49,338
3947,72,831,199520.0,338
3948,96,1052,800500.0,338
3949,96,2419,546211.45,338
3950,141,1514,263888.27,338
3951,141,1514,642597.81,338
3952,172,1371,659000.0,338
3953,196,2366,500000.0,338
3954,225,821,610000.0,338
3955,229,1034,789850.0,338
3956,229,1034,309746.32,338
3957,229,2401,2158617.14,338
3958,252,2411,819000.0,338
3959,252,2411,104000.0,338
3960,258,1061,1013261.75,338
3961,321,794,395917.6,338
3962,321,2071,307799.95,338
3963,321,2071,235517.0,338
3964,321,2071,240869.5,338
3965,15,1589,1515500.0,339
3966,84,1205,724925.0,339
3967,51,1923,4998000.0,339
3968,72,758,899777.0,339
3969,72,782,276549.74,339
3970,72,782,264861.49,339
3971,72,831,249700.0,339
3972,90,821,182000.0,339
3973,90,1371,900000.0,339
3974,90,1371,200000.0,339
3975,115,740,2428975.0,339
3976,129,838,570002.95,339
3977,165,679,239318.09,339
3978,167,1474,840000.0,339
3979,173,838,345000.0,339
3980,173,896,414442.82,339
3981,232,547,166000.0,339
3982,235,1389,669720.0,339
3983,253,1658,599800.0,339
3984,314,639,830500.0,339
3985,316,1413,299993.2,339
3986,316,1608,282800.0,339
3987,323,468,505755.06,339
3988,327,783,353800.0,339
3989,327,1473,224700.0,339
3990,327,2361,202308.5,339
3991,337,1232,184000.0,339
3992,84,405,1272536.04,340
3993,84,1006,648381.0,340
3994,84,1591,178900.0,340
3995,21,1061,545704.04,340
3996,66,563,299300.0,340
3997,66,820,429000.0,340
3998,72,782,645770.0,340
3999,72,782,647400.0,340
4000,171,369,349475.0,340
4001,171,679,507000.0,340
4002,171,1100,225000.0,340
4003,171,1591,249999.69,340
4004,171,1658,899900.0,340
4005,171,2383,259000.0,340
4006,171,2383,249600.0,340
